#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           WIND> Solar Wind Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     WIND>Wind Interplanetary Plasma Laboratory
#     DESCRIPTOR                      SWE>Solar Wind Experiment
#     DATA_TYPE                       K0>Key Parameter
#     DATA_VERSION                    1
#     TEXT                            SWE, a comprehensive plasma instrument for the WIND spacecraft, K.W.
#                                     Ogilvie, et al., Space Sci. Rev., 71, 55-77, 1995
#                                     
#                                     USE OF THE QUALITY VARIABLES:
#                                     
#                                     *** Good data is indicated by a quality flag of 0. ***
#                                     The quality flags for each parameter are given as integers 4 bytes
#                                     long (integer*4).  The individual 'bits' for each quality value are set
#                                     (or cleared) in the analysis code by adding (or subtracting) a power of
#                                     2 as follows:
#                                     To set the 1st bit, add 1.
#                                     To set the 2nd bit, add 2,
#                                     To set the 3rd bit, add 4,
#                                     To set the 4th bit, add 8, and so on.
#                                     
#                                     BIT  TO_SET_BIT     MEANING
#                                     1    +1         = 3 point parabolic fits to proton peaks were not attempted.
#                                     2    +2         = non-linear least squares fit was not attempted.
#                                     3    +4         = 3 point parabolic fits to proton peaks FAILED.
#                                     4    +8         = non-linear least squares fit FAILED.
#                                     
#                                     See http://cdaweb.gsfc.nasa.gov/wind_swe_quality.html
#                                     For the complete guide to the quality flag values.
#                                     
#     MODS                            12/28/94, 3/4/96, by Alan J. Lazarus John T. Steinberg Daniel B. Berdichevsky.
#                                     Skeleton TABLE for plasma CDF SWE keyparameters, dbb, Jan., 1994.
#                                     Instr. qual. flags validmax setequal to +2147483647, 12/94. Qual. flags format                         
#                                      changed to compatible values with new validmax, jts and ajl, 12/94.                                   
#                                     Processing with instrument science modes 2 and 11 added, jts and dbb, 10/27/95.                        
#                                      DICT_KEYs added ajl, 3/4/96.                                                                          
#     ADID_REF                        NSSD0138
#     LOGICAL_FILE_ID                 WI_K0_SWE_00000000_V01
#     LOGICAL_SOURCE                  WI_K0_SWE
#     LOGICAL_SOURCE_DESCRIPTION      Wind SWE (Solar Wind Experiment), Key Parameters
#     PI_NAME                         K. Ogilvie
#     PI_AFFILIATION                  NASA GSFC
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     LINK_TEXT                       Wind SWE
#     LINK_TITLE                      Home Page
#     HTTP_LINK                       http://web.mit.edu/afs/athena/org/s/space/www/wind.html
#     NSSDC_ID                        sphe-00752
#     ALT_LOGICAL_SOURCE              Wind_SWE_Ion-Moments-Key-Parameters-K0_92sec_cdf
#     MISSION_GROUP                   Wind
#                                     !___Interplanetary Data near 1 AU
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, centered, in NSSDC Epoch
#  2. Solar Wind Proton Number Density, scalar (linear)
#  3. Ion Dynamic Pressure (derived from mNV^2), scalar
#  4. 1/2 time interval to collect data for parameters
#  5. Solar Wind Velocity in GSM coord., 3 comp.
#
EPOCH                          ION_NP  ION_PRESSURE      DEL_TIME      VX_(GSM)      VY_(GSM)      VZ_(GSM)
                                                                         (@_x_)        (@_y_)        (@_z_)
dd-mm-yyyy hh:mm:ss.ms           #/cc           nPa            ms          km/s          km/s          km/s
16-06-2012 00:00:38.902  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 00:03:52.222       4.69763      0.708928       13666.4      -300.234      -5.52503       7.39627
16-06-2012 00:05:28.800       4.75967      0.708600       15481.5      -298.124      -9.94009       5.65286
16-06-2012 00:07:08.587       4.48819      0.665711       13666.4      -297.369      -14.0457       7.31828
16-06-2012 00:08:47.621       4.57582      0.685066       13095.7      -298.616      -18.3576       1.15176
16-06-2012 00:10:24.952       4.68576      0.699564       13666.4      -298.483      -12.6204       2.89155
16-06-2012 00:12:03.134       4.68167      0.695966       13666.4      -297.494      -15.9573       10.9897
16-06-2012 00:13:42.168       4.34146      0.644586       13095.7      -297.323      -19.1236     -0.898299
16-06-2012 00:15:17.965       4.85883      0.708190       15200.5      -294.335      -22.4142      -2.44738
16-06-2012 00:16:46.260       4.57842      0.675055       6959.30      -296.365      -17.0869       5.26916
16-06-2012 00:18:38.933       4.55432      0.688692       13666.4      -300.042      -18.9997       4.74602
16-06-2012 00:20:14.117       4.42158      0.680580       16734.7      -302.684      -19.8388      -3.82415
16-06-2012 00:21:49.231       4.39892      0.658341       19802.9      -298.474      -19.7070       1.36208
16-06-2012 00:23:30.411       4.12544      0.614154       13666.4      -298.023      -9.23738       10.1019
16-06-2012 00:25:09.445       4.20655      0.640597       13095.7      -301.627      -3.23978       7.62171
16-06-2012 00:26:47.627       4.30095      0.649157       13095.7      -300.297      -7.33420       2.59206
16-06-2012 00:28:25.810       4.04425      0.613273       13095.7      -301.005      -1.92908       7.33621
16-06-2012 00:30:03.992       4.18623      0.623434       13095.7      -298.114      -12.8861     -0.238674
16-06-2012 00:31:41.323       4.15720      0.625418       13666.4      -299.653      -8.69713       8.80905
16-06-2012 00:33:08.084       3.89069      0.591068       6959.30      -301.190      -8.64109       6.11790
16-06-2012 00:35:03.825       4.46706      0.658452       13666.4      -296.702      -1.54914       9.62500
16-06-2012 00:36:38.938       4.68583      0.692506       13666.4      -296.807      -8.86303       13.5981
16-06-2012 00:38:17.972       4.41566      0.665050       13095.7      -300.057      -1.64053       3.07954
16-06-2012 00:39:55.303       4.46735      0.677806       13666.4      -301.155      -4.16737     -0.527801
16-06-2012 00:41:33.486       4.46067      0.670642       13666.4      -299.785      -3.45734       2.04147
16-06-2012 00:43:11.668       4.44977      0.661355       13666.4      -298.017      -4.78216       4.73517
16-06-2012 00:44:49.028       4.86582      0.728121       13124.5      -298.773      -11.6250       8.04530
16-06-2012 00:46:27.210       4.40449      0.664592       13124.5      -300.095      -10.8543       6.14491
16-06-2012 00:48:09.284       4.66606      0.695007       13666.4      -298.338      -4.34568       5.28697
16-06-2012 00:49:32.976       4.30875      0.641168       6959.30      -297.467      -10.6567       19.1515
16-06-2012 00:51:25.649       4.75462      0.725151       13666.4      -301.541      -12.9328       9.48108
16-06-2012 00:53:01.614       4.33796      0.668125       13095.8      -303.228      -10.8671       4.20931
16-06-2012 00:54:38.945       4.53248      0.687277       13666.2      -300.939      -8.79286       3.95620
16-06-2012 00:56:17.128       4.55674      0.687345       13666.5      -300.225      -6.14859       3.29475
16-06-2012 00:57:56.162       4.94981      0.735297       13095.7      -296.929      -14.8406       20.6711
16-06-2012 00:59:34.344       4.68195      0.709595       13095.7      -300.578      -9.40530       13.3340
16-06-2012 01:01:10.993       4.48993      0.668161       14629.7      -297.305      -3.14718       23.8930
16-06-2012 01:02:50.709       4.03680      0.600262       16164.1      -296.468      -6.66024       31.0564
16-06-2012 01:04:35.028       3.95184      0.610627       13095.7      -302.976      -6.18486       23.4304
16-06-2012 01:05:54.801       4.16076      0.637868       6959.30      -301.780      -6.26561       23.3862
16-06-2012 01:07:59.063       4.01926      0.666144       14629.8      -313.106      -16.7337       27.8288
16-06-2012 01:09:23.439       4.28047      0.670029       16163.9      -304.272     -0.990467       31.6811
16-06-2012 01:11:04.689       4.30164      0.683625       16163.9      -307.225     -0.535329       25.0437
16-06-2012 01:12:38.304       3.98227      0.620247       14594.7      -304.502       1.57967       19.8899
16-06-2012 01:14:16.452       4.24681      0.635007       14629.8      -298.269       4.68393       20.2710
16-06-2012 01:15:54.634       4.48565      0.674332       14629.8      -298.862       5.73833       22.9610
16-06-2012 01:17:32.712       4.37177      0.650865       14524.5      -297.621      -1.89792       20.6979
16-06-2012 01:19:09.465       4.16289      0.622211       13095.7      -298.397       3.72565       17.5226
16-06-2012 01:20:47.613       4.37058      0.672142       13130.8      -302.813       1.78357       15.7025
16-06-2012 01:22:13.558       4.29680      0.649961       6959.30      -299.975      -3.84703       20.9267
16-06-2012 01:24:06.258       4.70889      0.696781       12272.8      -297.214      -2.44825       11.2155
16-06-2012 01:25:41.372       4.62136      0.678423       12272.8      -295.920      -7.61862       11.9128
16-06-2012 01:27:19.525       4.47061      0.674731       13947.4      -299.949      -10.9647       12.0372
16-06-2012 01:28:57.737       4.39303      0.636358       12272.8      -294.121      -6.70604       7.28051
16-06-2012 01:30:36.742       4.27695      0.625858       13095.7      -295.561      -2.62904       11.1909
16-06-2012 01:32:14.074       4.39220      0.649962       13947.4      -296.788      -13.3757       14.5548
16-06-2012 01:33:50.039       4.11482      0.594912       16163.9      -292.906      -11.5443       22.6274
16-06-2012 01:35:42.900  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 01:37:14.901  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 01:38:33.849       4.41819      0.613586       8493.40      -287.022      -4.12356       25.1444
16-06-2012 01:40:30.439       4.59798      0.639021       14629.8      -287.457       4.38833       20.9946
16-06-2012 01:42:05.554       4.65453      0.643922       14629.8      -286.873       8.80789       18.3738
16-06-2012 01:43:41.421       4.44297      0.622010       16734.7      -288.737      -12.4464       13.3112
16-06-2012 01:45:19.604       4.28290      0.597314       16734.7      -288.310      -11.5015       11.2892
16-06-2012 01:46:57.786       4.57795      0.643488       16734.7      -289.327      -14.5873       10.7393
16-06-2012 01:48:38.144       4.94079      0.676360       13124.5      -286.081      -1.52908     0.0628556
16-06-2012 01:50:14.151       4.78186      0.688507       16734.7      -293.048      -14.3489      0.633686
16-06-2012 01:51:54.509       5.04633      0.701304       13124.5      -288.159       2.31021      -6.86267
16-06-2012 01:53:29.623       4.68182      0.654965       13124.5      -289.141      0.510869      -6.03954
16-06-2012 01:54:55.533       4.57056      0.644422       6988.10      -290.045      -2.98776      -12.7012
16-06-2012 01:56:45.988       4.42612      0.633790       13124.6      -292.177      -15.2644      -3.23589
16-06-2012 01:58:25.739       4.29048      0.620496       16199.0      -294.002     -0.354541       5.28503
16-06-2012 02:00:00.818       4.37194      0.652286       14658.6      -298.660      -1.69081      0.997676
16-06-2012 02:01:40.535       3.93073      0.597480       14629.8      -301.362       6.39188       4.23194
16-06-2012 02:03:18.718       3.85986      0.587883       13124.5      -301.640      -8.42408      -1.55187
16-06-2012 02:04:56.900       4.11900      0.621881       13124.5      -300.202      -10.1338       6.46279
16-06-2012 02:06:35.083       3.81749      0.561349       13124.5      -296.280      -8.93011       7.31292
16-06-2012 02:08:11.730       4.19210      0.598890       14658.6      -291.961      -9.87930      -8.59756
16-06-2012 02:09:49.914       4.34869      0.628676       14658.6      -293.725      -11.6432      -4.76049
16-06-2012 02:11:19.032       4.20362      0.616040       6959.30      -295.774      -9.38430       6.91215
16-06-2012 02:13:13.949       4.05994      0.607048       13124.5      -298.628      -12.0596       8.38994
16-06-2012 02:14:49.064       4.27164      0.640003       13124.6      -298.968      -12.3231       6.57949
16-06-2012 02:16:25.711       4.30898      0.633049       14658.6      -295.947      -15.3144      -4.09131
16-06-2012 02:18:05.462       3.89375      0.592236       13159.7      -301.384      -9.93585      -2.16301
16-06-2012 02:19:42.076       4.19583      0.602033       14658.6      -292.687      -10.8881     -0.677069
16-06-2012 02:21:18.760       4.01361      0.587575       13159.6      -295.579      -10.3470      -7.20825
16-06-2012 02:23:04.718       4.04690      0.602885       16163.9      -297.396      -24.4709      -4.94466
16-06-2012 02:24:38.158       3.83406      0.586906       13124.5      -302.063      -8.98810       14.0458
16-06-2012 02:26:21.083       4.21617      0.628421       16163.9      -298.511      -1.52370       1.38943
16-06-2012 02:27:45.318       3.97159      0.596345       6988.10      -299.564      -2.72238       5.12569
16-06-2012 02:29:35.063       4.26763      0.633327       15200.5      -297.698      -10.0105      -1.06907
16-06-2012 02:31:10.853       3.88389      0.590345       13089.5      -301.356      -6.42029       4.35638
16-06-2012 02:32:50.745       4.13864      0.641892       13095.7      -304.337      -8.45079       5.95946
16-06-2012 02:34:28.077       3.57976      0.544503       13947.4      -301.328      -11.6874       2.16305
16-06-2012 02:36:04.724       3.72225      0.553623       15481.5      -298.196     -0.176690      -1.51630
16-06-2012 02:37:42.978       3.67435      0.552688       15200.5      -299.766      -7.46661       3.86287
16-06-2012 02:39:20.301       3.65226      0.527084       16199.0      -293.581       9.19001       3.00195
16-06-2012 02:40:58.484       3.88020      0.579576       16199.0      -298.646       10.6201     -0.125900
16-06-2012 02:42:39.059       3.49350      0.519845       13666.5      -297.726       17.1956       5.40304
16-06-2012 02:44:05.749       3.63453      0.560624       6959.30      -303.489      -7.75337       7.44138
16-06-2012 02:45:58.421       4.12516      0.645120       13947.4      -305.654      -7.08979       4.94046
16-06-2012 02:47:32.002       3.74179      0.568867       15481.5      -301.365       8.50400       1.24356
16-06-2012 02:49:11.718       3.99826      0.627336       13947.4      -306.197      -5.28252       4.74051
16-06-2012 02:50:46.833       3.92322      0.615945       13947.5      -306.226      -7.85629       5.43368
16-06-2012 02:52:25.867       3.92014      0.601092       13095.7      -302.676       5.24668       5.85531
16-06-2012 02:54:03.198       3.97071      0.620653       13947.4      -305.539      -5.32417       8.32541
16-06-2012 02:55:42.232       3.95397      0.588257       13095.7      -298.241     -0.418140       1.03141
16-06-2012 02:57:19.562       4.06282      0.616096       13947.4      -301.073      0.695878       4.10972
16-06-2012 02:58:57.746       4.14509      0.620649       13666.4      -299.176       3.60656      0.793589
16-06-2012 03:00:25.119       3.72095      0.579157       9345.05      -304.761      -13.1106      -2.52580
16-06-2012 03:02:14.962       3.96245      0.628478       14518.1      -307.781      -8.51316       5.08177
16-06-2012 03:03:48.402       4.10847      0.641285       13124.7      -305.264      -7.17735       9.12199
16-06-2012 03:05:30.545       4.11460      0.653483       16734.7      -307.760      -15.0307       3.50304
16-06-2012 03:07:07.835       4.15307      0.646093       13124.5      -304.856      -8.21774       2.43766
16-06-2012 03:08:46.017       4.10954      0.639394       13124.5      -304.833      -9.80972       1.37568
16-06-2012 03:10:24.201       3.83708      0.595496       13124.5      -304.349      -4.47688       11.7686
16-06-2012 03:12:04.057       4.50468      0.701116       13095.7      -304.954      0.398300       7.51992
16-06-2012 03:13:41.388       4.43897      0.686270       13666.4      -303.977      -4.27315       3.37170
16-06-2012 03:15:18.107       4.31886      0.689045       15200.5      -304.554      -48.4504      -16.9064
16-06-2012 03:16:47.726       3.91745      0.607347       6988.10      -304.387      -1.91896       6.07427
16-06-2012 03:18:35.113       4.11975      0.641383       13124.6      -304.969      -3.26096       7.91765
16-06-2012 03:20:13.295       3.88654      0.608950       13124.5      -305.954     -0.496049       8.21208
16-06-2012 03:21:50.836       4.77269      0.770738       18268.8      -309.840      -22.1818      -7.56195
16-06-2012 03:23:31.195       3.98157      0.641390       14658.6      -310.321      -3.38520      0.488435
16-06-2012 03:25:03.416       4.11971      0.644715       17551.2      -305.656      -11.5874      -2.07622
16-06-2012 03:26:41.598       4.10870      0.647634       17551.2      -306.908      -6.83958      0.472131
16-06-2012 03:28:25.742       3.73260      0.593401       14658.6      -308.270      -1.96796       3.80258
16-06-2012 03:30:00.857       3.74884      0.593878       14658.8      -307.615      -1.19709       9.19253
16-06-2012 03:31:37.503       4.00822      0.614539       13124.5      -302.604      -7.52811       6.27189
16-06-2012 03:33:09.551       3.72373      0.570283       6988.10      -302.528      0.672623       6.29463
16-06-2012 03:34:56.937       3.88978      0.602605       13124.5      -304.231       1.54029       7.95255
16-06-2012 03:36:35.121       3.90534      0.604602       13124.5      -304.140       3.23652       6.87817
16-06-2012 03:38:13.302       3.40783      0.531020       13124.5      -305.114       4.82567       6.67836
16-06-2012 03:39:53.195       4.05022      0.635873       14483.0      -306.350      -3.23368       1.89993
16-06-2012 03:41:28.133       3.67745      0.589789       14658.6      -309.474       5.34457       9.16074
16-06-2012 03:43:07.139       3.98006      0.638983       15481.5      -309.784       2.40349       3.76791
16-06-2012 03:44:45.393       3.90804      0.621071       15200.5      -308.237       2.04988     -0.265036
16-06-2012 03:46:19.614       3.88197      0.601690       14658.8      -304.256      -2.13542       9.55920
16-06-2012 03:48:03.932       4.01863      0.616733       14658.6      -302.850       5.22844       3.01493
16-06-2012 03:49:33.663       3.74647      0.565673       9345.05      -300.105      -10.6491      -9.77506
16-06-2012 03:51:24.900       4.54999      0.733780       13124.5      -310.395      -8.61741     -0.333612
16-06-2012 03:52:56.945       3.26635      0.503926       13124.5      -303.601       2.84689       7.53586
16-06-2012 03:54:36.697       3.56605      0.533865       13130.8      -298.968       7.28730       8.41644
16-06-2012 03:56:16.554       3.41059      0.514329       16017.1      -300.264     -0.767162       1.49335
16-06-2012 03:57:50.783       3.54018      0.533881       15481.7      -300.184       7.10307      -1.28184
16-06-2012 03:59:34.278       3.67443      0.551609       13095.7      -299.426       7.33177       6.60944
16-06-2012 04:01:13.995       3.29713      0.498816       13124.5      -300.732     -0.584696       3.32461
16-06-2012 04:02:53.711       3.82331      0.592611       14658.6      -304.215       10.3321       4.01755
16-06-2012 04:04:21.156       3.56764      0.546656       16192.7      -302.287       14.4566       4.83096
16-06-2012 04:05:54.771       3.85737      0.571664       6994.40      -297.578       7.19982      0.278133
16-06-2012 04:07:42.123       3.75253      0.561959       13095.7      -299.194       4.11434     0.0182892
16-06-2012 04:09:20.306       3.85015      0.586737       13095.8      -301.766       6.24288       3.20637
16-06-2012 04:11:00.056       3.86414      0.588557       14664.9      -301.643       8.55934      -1.36844
